question_id,paper_id,question,gold_answers,predicted_answer,f1,em,retrieved_chunk_ids
b34c60eb4738e0439523bcc679fe0fe70ceb8bde,1907.10738,How is OpenBookQA different from other natural language QA?,['in the OpenBookQA setup the open book part is much larger the open book part is much larger (than a small paragraph) and is not complete as additional common knowledge may be required'],"OpenBookQA is different from other natural language QA in that it focuses on ""deeper understanding of the materials and its application to new situations"" rather than memorization, and it requires reasoning involving both facts from an open book and common knowledge.",0.2703,0.0,"['1907.10738_0_0', '1907.10738_7_0', '1907.10738_2_0']"
56123dd42cf5c77fc9a88fc311ed2e1eb672126e,1911.09886,What is previous work authors reffer to?,['SPTree Tagging CopyR HRL GraphR N-gram Attention'],BIBREF9 and BIBREF10.,0.0,0.0,"['1911.09886_6_1', '1911.09886_7_1', '1911.09886_7_0']"
25c4fa78299481788a19d0c25ae07dfd8cb6315c,1901.04085,What is the TREC-CAR dataset?,"['in this dataset, the input query is the concatenation of a Wikipedia article title with the title of one of its section. The relevant passages are the paragraphs within that section']","The TREC-CAR dataset is a passage ranking dataset that consists of all English Wikipedia paragraphs, except abstracts, with queries being the concatenation of a Wikipedia article title and one of its section titles.",0.4687,0.0,"['1901.04085_3_0', '1901.04085_2_0', '1901.04085_0_0']"
f8da63df16c4c42093e5778c01a8e7e9b270142e,2002.04095,How is segmentation quality evaluated?,"['Segmentation quality is evaluated by calculating the precision, recall, and F-score of the automatic segmentations in comparison to the segmentations made by expert annotators from the ANNODIS subcorpus.', 'we compare the Annodis segmentation with the automatically produced segmentation']","The segmentation quality is evaluated by calculating the precision (P), recall (R), and F-score.",0.5238,0.0,"['2002.04095_6_1', '2002.04095_7_0', '2002.04095_8_0']"
d7b60abb0091246e29d1a9c28467de598e090c20,1706.01875,What was the baseline?,"['stochastic gradient descent, naive bayes, decision tree', 'unanswerable']",I don't know.,0.0,0.0,"['1706.01875_5_0', '1706.01875_4_0', '1706.01875_0_0']"
3b995a7358cefb271b986e8fc6efe807f25d60dc,1908.07218,What types of word representations are they evaluating?,['GloVE; SGNS'],I don't know.,0.0,0.0,"['1908.07218_6_0', '1908.07218_2_0', '1908.07218_5_1']"
500a8ec1c56502529d6e59ba6424331f797f31f0,1706.06894,How many tweets did they collect?,"['700 ', '700']","They collected 1 million random tweets for each of two different periods of 20 consecutive days, resulting in a total of 2 million tweets. However, they only used one of these sets, which corresponds to the period between August 18 and September 6, 2015, and filtered it to 700 tweets.",0.0392,0.0,"['1706.06894_1_0', '1706.06894_0_1', '1706.06894_2_0']"
d353a6bbdc66be9298494d0c853e0d8d752dec4b,2004.04435,How is correctness of automatic derivation proved?,"['empirically compare automatic differentiation (AD, our implementation based on Clad) and numerical differentiation (ND, based on finite difference method)']",I don't know.,0.0,0.0,"['2004.04435_3_0', '2004.04435_6_0', '2004.04435_4_0']"
d6e353e0231d09fd5dcba493544d53706f3fe1ab,1912.01852,How is the quality of singing voice measured?,"['To compare the conversions between USVC and PitchNet, we employed an automatic evaluation score and a human evaluation score.', 'Automatic: Normalized cross correlation (NCC)\nManual: Mean Opinion Score (MOS)']",The quality of the converted singing voice is measured using Mean Opinion Score (MOS) with two questions: (1) what is the quality of the audio? (naturalness) and (2) how well does the converted version match the original? (similarity).,0.1667,0.0,"['1912.01852_0_0', '1912.01852_7_0', '1912.01852_2_0']"
f875337f2ecd686cd7789e111174d0f14972638d,1611.02988,Which existing benchmarks did they compare to?,"['Affective Text Fairy Tales ISEAR', ' Affective Text dataset Fairy Tales dataset ISEAR dataset']",I don't know,0.0,0.0,"['1611.02988_1_0', '1611.02988_12_0', '1611.02988_9_0']"
b66c9a4021b6c8529cac1a2b54dacd8ec79afa5f,1909.08089,What do they mean by global and local context?,"['global (the whole document) local context (e.g., the section/topic)', 'global (the whole document) and the local context (e.g., the section/topic) ']","Global context refers to the whole document, while local context refers to the specific section or topic that a sentence falls into.",0.3871,0.0,"['1909.08089_0_1', '1909.08089_8_0', '1909.08089_15_1']"
3604c4fba0a82d7139efd5ced47612c90bd10601,2001.10179,"Is their implementation on CNN-DSA compared to GPU implementation in terms of power consumption, accuracy and speed?",['no'],"I don't know. The context only mentions the potential of the Super Characters method to be deployed in large scale by saving power and fast inference speed due to the wide availability of low-power CNN accelerator chips, but does not compare it to a GPU implementation.",0.0,0.0,"['2001.10179_0_0', '2001.10179_5_0', '2001.10179_2_0']"
63a1cbe66fd58ff0ead895a8bac1198c38c008aa,1912.08960,Which existing models are evaluated?,"['Show&Tell and LRCN1u', 'Show&Tell model LRCN1u']",Show&Tell and LRCN1u models.,0.8571,0.0,"['1912.08960_7_0', '1912.08960_9_0', '1912.08960_10_0']"
1beb4a590fa6127a138f4ed1dd13d5d51cc96809,1610.08815,What are the network's baseline features?,['The features extracted from CNN.'],"The baseline features used in the experiment are word n-grams, skipgrams, and character n-grams.",0.2105,0.0,"['1610.08815_4_1', '1610.08815_12_0', '1610.08815_4_0']"
f17ca24b135f9fe6bb25dc5084b13e1637ec7744,1804.05918,What discourse relations does it work best/worst for?,"['explicit discourse relations', 'Best: Expansion (Exp). Worst: Comparison (Comp).']","The text does not explicitly state the discourse relations it works best or worst for. However, it mentions that the model improves performance on the three small classes (Comp, Cont, and Temp) and the contingency relation.",0.1429,0.0,"['1804.05918_0_0', '1804.05918_0_1', '1804.05918_10_0']"
4bc2784be43d599000cb71d31928908250d4cef3,2002.01664,What is the GhostVLAD approach?,"['extension of the NetVLAD adds Ghost clusters along with the NetVLAD clusters', 'An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.']","GhostVLAD is an extension of the NetVLAD approach, which adds Ghost clusters along with the NetVLAD clusters to map noisy or irrelevant content into ghost clusters and are not included during the feature aggregation stage.",0.4,0.0,"['2002.01664_2_0', '2002.01664_3_0', '2002.01664_0_1']"
90159e143487505ddc026f879ecd864b7f4f479e,1909.06522,How much of the ASR grapheme set is shared between languages?,['Little overlap except common basic Latin alphabet and that Hindi and Marathi languages use same script.'],"The character sets of the 7 languages have little overlap except that they all include the common basic Latin alphabet, and both Hindi and Marathi use the Devanagari script.",0.6222,0.0,"['1909.06522_10_0', '1909.06522_0_0', '1909.06522_0_1']"
